-0.24 -0.23
-0.26 -0.24
-0.26 -0.25
-0.27 -0.27
-0.28 -0.28
-0.29 -0.29
-0.29 -0.30
-0.30 -0.31
-0.31 -0.32
-0.32 -0.32
-0.33 -0.33
-0.34 -0.33
-0.35 -0.32
-0.36 -0.31
-0.36 -0.30
-0.37 -0.28
-0.38 -0.27
-0.38 -0.26
-0.39 -0.25
-0.39 -0.24
-0.39 -0.22
-0.39 -0.21
-0.40 -0.19
-0.40 -0.18
-0.40 -0.16
-0.40 -0.15
-0.40 -0.13
-0.40 -0.11
-0.41 -0.09
-0.41 -0.07
-0.41 -0.06
-0.41 -0.04
-0.41 -0.02
-0.40 0.03
-0.40 0.05
-0.38 0.13
-0.38 0.14
-0.34 0.20
-0.26 0.30
-0.25 0.30
-0.24 0.30
-0.23 0.30
-0.22 0.29
-0.21 0.28
-0.21 0.27
-0.20 0.25
-0.20 0.24
-0.19 0.22
-0.18 0.21
-0.18 0.19
-0.17 0.18
-0.17 0.17
-0.14 0.12
-0.13 0.12
-0.12 0.12
-0.11 0.12
-0.10 0.11
-0.09 0.11
-0.08 0.11
-0.07 0.12
-0.06 0.13
-0.05 0.14
-0.04 0.14
-0.03 0.15
-0.02 0.17
-0.01 0.18
-0.01 0.19
0.00 0.20
0.01 0.21
0.02 0.23
0.02 0.24
0.03 0.25
0.04 0.26
0.04 0.28
0.05 0.29
0.06 0.30
0.07 0.30
0.08 0.31
0.10 0.32
0.11 0.32
0.12 0.32
0.13 0.32
0.14 0.31
0.14 0.30
0.14 0.28
0.15 0.27
0.15 0.25
0.15 0.24
0.15 0.23
0.15 0.21
0.16 0.20
0.16 0.18
0.16 0.17
0.17 0.16
0.18 0.14
0.19 0.14
0.20 0.13
0.21 0.12
0.22 0.11
0.23 0.10
0.24 0.09
0.24 0.08
0.25 0.06
0.26 0.05
0.26 0.04
0.27 0.03
0.27 0.01
0.28 -0.00
0.28 -0.02
0.28 -0.04
0.28 -0.05
0.28 -0.07
0.28 -0.08
0.28 -0.10
0.29 -0.11
0.30 -0.11
0.31 -0.12
0.32 -0.12
0.33 -0.12
0.34 -0.12
0.35 -0.13
0.36 -0.14
0.37 -0.15
0.38 -0.15
0.39 -0.16
0.40 -0.17
0.40 -0.19
0.40 -0.20
0.40 -0.22
0.41 -0.23
0.41 -0.25
0.41 -0.26
0.39 -0.29
0.38 -0.29
0.25 -0.33
0.24 -0.33
0.23 -0.35
0.23 -0.36
0.22 -0.36
0.21 -0.37
0.20 -0.36
0.19 -0.35
0.19 -0.33
0.18 -0.32
0.18 -0.31
0.18 -0.29
0.17 -0.27
0.17 -0.26
0.16 -0.25
0.16 -0.23
0.15 -0.22
0.15 -0.20
0.13 -0.20
0.13 -0.20
0.11 -0.20
0.10 -0.21
0.09 -0.22
0.08 -0.22
0.07 -0.23
0.06 -0.24
0.06 -0.25
0.05 -0.26
0.04 -0.28
0.03 -0.29
0.02 -0.30
0.02 -0.32
0.01 -0.32
0.00 -0.34
-0.01 -0.34
-0.01 -0.35
-0.03 -0.36
-0.04 -0.37
-0.05 -0.37
-0.06 -0.38
-0.07 -0.38
-0.08 -0.39
-0.09 -0.39
-0.10 -0.39
-0.11 -0.39
-0.12 -0.39
-0.13 -0.38
-0.14 -0.37
-0.15 -0.36
-0.16 -0.35
-0.16 -0.34
-0.16 -0.32
-0.17 -0.31
-0.17 -0.29
-0.17 -0.28
-0.18 -0.26
-0.19 -0.25
-0.20 -0.24
-0.21 -0.23
-0.22 -0.23
-0.23 -0.23
-0.24 -0.23
